Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
192.168.100.54,8.8.8.8,6,47330,53,222,3.071854
192.168.100.55,1.1.1.1,6,37068,53,522,7.199749
192.168.100.54,1.1.1.1,6,42712,53,522,7.165955
192.168.100.55,8.8.8.8,6,49596,53,522,7.153074
192.168.100.54,8.8.8.8,17,40826,53,74,0.001000
192.168.100.54,8.8.8.8,17,38494,53,74,0.001000
192.168.77.230,192.168.77.110,6,1233,80,60,0.001000
192.168.77.230,192.168.77.110,6,1234,80,60,0.001000
192.168.77.230,192.168.77.110,6,1235,80,60,0.001000
192.168.77.230,192.168.77.110,6,1236,80,60,0.001000
192.168.77.230,192.168.77.110,6,1237,80,60,0.001000
192.168.77.230,192.168.77.110,6,1238,80,60,0.001000
192.168.77.230,192.168.77.110,6,1239,80,60,0.001000
192.168.77.230,192.168.77.110,6,1240,80,60,0.001000
192.168.77.230,192.168.77.110,6,1241,80,60,0.001000
192.168.77.230,192.168.77.110,6,1242,80,60,0.001000
192.168.77.230,192.168.77.110,6,1243,80,60,0.001000
192.168.77.230,192.168.77.110,6,1244,80,60,0.001000
192.168.77.230,192.168.77.110,6,1245,80,60,0.001000
192.168.77.230,192.168.77.110,6,1246,80,60,0.001000
192.168.77.230,192.168.77.110,6,1247,80,60,0.001000
192.168.77.230,192.168.77.110,6,1248,80,60,0.001000
192.168.77.230,192.168.77.110,6,1249,80,60,0.001000
192.168.77.230,192.168.77.110,6,1250,80,60,0.001000
192.168.77.230,192.168.77.110,6,1251,80,60,0.001000
192.168.77.230,192.168.77.110,6,1252,80,60,0.001000
192.168.77.230,192.168.77.110,6,1253,80,60,0.001000
192.168.77.230,192.168.77.110,6,1254,80,60,0.001000
192.168.77.230,192.168.77.110,6,1255,80,60,0.001000
192.168.77.230,192.168.77.110,6,1256,80,60,0.001000
192.168.77.230,192.168.77.110,6,1257,80,60,0.001000
192.168.77.230,192.168.77.110,6,1258,80,60,0.001000
192.168.77.230,192.168.77.110,6,1259,80,60,0.001000
192.168.77.230,192.168.77.110,6,1260,80,60,0.001000
192.168.77.230,192.168.77.110,6,1261,80,60,0.001000
192.168.77.230,192.168.77.110,6,1262,80,60,0.001000
192.168.77.230,192.168.77.110,6,1263,80,60,0.001000
192.168.77.230,192.168.77.110,6,1264,80,60,0.001000
192.168.77.230,192.168.77.110,6,1265,80,60,0.001000
192.168.77.230,192.168.77.110,6,1266,80,60,0.001000
192.168.77.230,192.168.77.110,6,1267,80,60,0.001000
192.168.77.230,192.168.77.110,6,1268,80,60,0.001000
192.168.77.230,192.168.77.110,6,1269,80,60,0.001000
192.168.77.230,192.168.77.110,6,1270,80,60,0.001000
192.168.77.230,192.168.77.110,6,1271,80,60,0.001000
192.168.77.230,192.168.77.110,6,1272,80,60,0.001000
192.168.77.230,192.168.77.110,6,1273,80,60,0.001000
192.168.77.230,192.168.77.110,6,1274,80,60,0.001000
192.168.77.230,192.168.77.110,6,1275,80,60,0.001000
192.168.77.230,192.168.77.110,6,1276,80,60,0.001000
192.168.77.230,192.168.77.110,6,1277,80,60,0.001000
192.168.77.230,192.168.77.110,6,1278,80,60,0.001000
192.168.77.230,192.168.77.110,6,1279,80,60,0.001000
192.168.77.230,192.168.77.110,6,1280,80,60,0.001000
192.168.77.230,192.168.77.110,6,1281,80,60,0.001000
192.168.77.230,192.168.77.110,6,1282,80,60,0.001000
192.168.77.230,192.168.77.110,6,1283,80,60,0.001000
192.168.77.230,192.168.77.110,6,1284,80,60,0.001000
192.168.77.230,192.168.77.110,6,1285,80,60,0.001000
192.168.77.230,192.168.77.110,6,1286,80,60,0.001000
192.168.77.230,192.168.77.110,6,1287,80,60,0.001000
192.168.77.230,192.168.77.110,6,1288,80,60,0.001000
192.168.77.230,192.168.77.110,6,1289,80,60,0.001000
192.168.77.230,192.168.77.110,6,1290,80,60,0.001000
192.168.77.230,192.168.77.110,6,1291,80,60,0.001000
192.168.77.230,192.168.77.110,6,1292,80,60,0.001000
192.168.77.230,192.168.77.110,6,1293,80,60,0.001000
192.168.77.230,192.168.77.110,6,1294,80,60,0.001000
192.168.77.230,192.168.77.110,6,1295,80,60,0.001000
192.168.77.230,192.168.77.110,6,1296,80,60,0.001000
192.168.77.110,192.168.77.230,6,80,1234,348,31.606172
192.168.77.110,192.168.77.230,6,80,1236,348,31.606039
192.168.77.110,192.168.77.230,6,80,1238,348,31.605893
192.168.77.110,192.168.77.230,6,80,1240,348,31.605565
192.168.77.110,192.168.77.230,6,80,1242,174,3.061178
192.168.77.110,192.168.77.230,6,80,1244,174,3.061185
192.168.77.110,192.168.77.230,6,80,1246,58,0.001000
192.168.77.110,192.168.77.230,6,80,1248,58,0.001000
192.168.77.110,192.168.77.230,6,80,1250,58,0.001000
192.168.77.110,192.168.77.230,6,80,1252,58,0.001000
192.168.77.110,192.168.77.230,6,80,1254,58,0.001000
192.168.77.110,192.168.77.230,6,80,1256,58,0.001000
192.168.77.110,192.168.77.230,6,80,1233,348,32.014985
192.168.77.110,192.168.77.230,6,80,1235,348,32.014886
192.168.77.110,192.168.77.230,6,80,1237,348,32.014615
192.168.77.110,192.168.77.230,6,80,1239,348,32.014399
192.168.77.110,192.168.77.230,6,80,1241,174,3.085555
192.168.77.110,192.168.77.230,6,80,1243,174,3.085554
192.168.77.110,192.168.77.230,6,80,1245,58,0.001000
192.168.77.110,192.168.77.230,6,80,1247,58,0.001000
192.168.77.110,192.168.77.230,6,80,1249,58,0.001000
192.168.77.110,192.168.77.230,6,80,1251,58,0.001000
192.168.77.110,192.168.77.230,6,80,1253,58,0.001000
192.168.77.110,192.168.77.230,6,80,1255,58,0.001000
192.168.77.110,192.168.77.230,6,80,1257,58,0.001000
192.168.77.110,192.168.77.230,6,80,1259,58,0.001000
192.168.77.110,192.168.77.230,6,80,1261,58,0.001000
192.168.77.110,192.168.77.230,6,80,1263,58,0.001000
192.168.77.110,192.168.77.230,6,80,1265,58,0.001000
192.168.77.110,192.168.77.230,6,80,1267,58,0.001000
192.168.77.110,192.168.77.230,6,80,1269,58,0.001000
192.168.77.110,192.168.77.230,6,80,1271,58,0.001000
192.168.77.110,192.168.77.230,6,80,1273,58,0.001000
192.168.77.110,192.168.77.230,6,80,1275,58,0.001000
192.168.77.110,192.168.77.230,6,80,1277,58,0.001000
192.168.77.110,192.168.77.230,6,80,1279,58,0.001000
192.168.77.110,192.168.77.230,6,80,1281,58,0.001000
192.168.77.110,192.168.77.230,6,80,1283,58,0.001000
192.168.77.110,192.168.77.230,6,80,1285,58,0.001000
192.168.77.110,192.168.77.230,6,80,1287,58,0.001000
192.168.77.110,192.168.77.230,6,80,1289,58,0.001000
192.168.77.110,192.168.77.230,6,80,1291,58,0.001000
192.168.77.110,192.168.77.230,6,80,1293,58,0.001000
192.168.77.110,192.168.77.230,6,80,1295,58,0.001000
192.168.77.230,192.168.77.110,6,1297,80,60,0.001000
192.168.77.230,192.168.77.110,6,1298,80,60,0.001000
192.168.77.230,192.168.77.110,6,1299,80,60,0.001000
192.168.77.230,192.168.77.110,6,1300,80,60,0.001000
192.168.77.230,192.168.77.110,6,1301,80,60,0.001000
192.168.77.230,192.168.77.110,6,1302,80,60,0.001000
192.168.77.230,192.168.77.110,6,1303,80,60,0.001000
192.168.77.230,192.168.77.110,6,1304,80,60,0.001000
192.168.77.230,192.168.77.110,6,1305,80,60,0.001000
192.168.77.230,192.168.77.110,6,1306,80,60,0.001000
192.168.77.230,192.168.77.110,6,1307,80,60,0.001000
192.168.77.230,192.168.77.110,6,1308,80,60,0.001000
192.168.77.230,192.168.77.110,6,1309,80,60,0.001000
192.168.77.230,192.168.77.110,6,1310,80,60,0.001000
192.168.77.230,192.168.77.110,6,1311,80,120,0.551855
192.168.77.230,192.168.77.110,6,1312,80,120,0.551856
192.168.77.230,192.168.77.110,6,1313,80,120,0.551345
192.168.77.230,192.168.77.110,6,1314,80,120,0.551344
192.168.77.230,192.168.77.110,6,1315,80,120,0.551344
192.168.77.230,192.168.77.110,6,1316,80,120,0.551344
192.168.77.230,192.168.77.110,6,1317,80,120,0.551344
192.168.77.230,192.168.77.110,6,1318,80,120,0.551344
192.168.77.230,192.168.77.110,6,1319,80,120,0.551758
192.168.77.230,192.168.77.110,6,1320,80,120,0.551759
192.168.77.230,192.168.77.110,6,1321,80,120,0.551128
192.168.77.230,192.168.77.110,6,1322,80,120,0.551128
192.168.77.230,192.168.77.110,6,1323,80,120,0.551127
192.168.77.230,192.168.77.110,6,1324,80,120,0.551127
192.168.77.230,192.168.77.110,6,1325,80,120,0.551128
192.168.77.230,192.168.77.110,6,1326,80,120,0.551128
192.168.77.230,192.168.77.110,6,1327,80,60,0.001000
192.168.77.230,192.168.77.110,6,1328,80,60,0.001000
192.168.77.230,192.168.77.110,6,1329,80,60,0.001000
192.168.77.230,192.168.77.110,6,1330,80,60,0.001000
192.168.77.230,192.168.77.110,6,1331,80,60,0.001000
192.168.77.230,192.168.77.110,6,1332,80,60,0.001000
192.168.77.230,192.168.77.110,6,1333,80,60,0.001000
192.168.77.230,192.168.77.110,6,1334,80,60,0.001000
192.168.77.230,192.168.77.110,6,1335,80,60,0.001000
192.168.77.230,192.168.77.110,6,1336,80,60,0.001000
192.168.77.230,192.168.77.110,6,1337,80,60,0.001000
192.168.77.230,192.168.77.110,6,1338,80,60,0.001000
192.168.77.230,192.168.77.110,6,1339,80,60,0.001000
192.168.77.230,192.168.77.110,6,1340,80,60,0.001000
192.168.77.230,192.168.77.110,6,1341,80,60,0.001000
192.168.77.230,192.168.77.110,6,1342,80,60,0.001000
192.168.77.230,192.168.77.110,6,1343,80,60,0.001000
192.168.77.230,192.168.77.110,6,1344,80,60,0.001000
192.168.77.230,192.168.77.110,6,1345,80,60,0.001000
192.168.77.230,192.168.77.110,6,1346,80,60,0.001000
192.168.77.230,192.168.77.110,6,1347,80,60,0.001000
192.168.77.230,192.168.77.110,6,1348,80,60,0.001000
192.168.77.230,192.168.77.110,6,1349,80,60,0.001000
192.168.77.230,192.168.77.110,6,1350,80,60,0.001000
192.168.77.230,192.168.77.110,6,1351,80,60,0.001000
192.168.77.230,192.168.77.110,6,1352,80,60,0.001000
192.168.77.230,192.168.77.110,6,1353,80,60,0.001000
192.168.77.230,192.168.77.110,6,1354,80,60,0.001000
192.168.77.230,192.168.77.110,6,1355,80,60,0.001000
192.168.77.230,192.168.77.110,6,1356,80,60,0.001000
192.168.77.230,192.168.77.110,6,1357,80,60,0.001000
192.168.77.230,192.168.77.110,6,1358,80,60,0.001000
192.168.77.230,192.168.77.110,6,1359,80,60,0.001000
192.168.77.230,192.168.77.110,6,1360,80,60,0.001000
192.168.77.110,192.168.77.230,6,80,1297,58,0.001000
192.168.77.110,192.168.77.230,6,80,1299,58,0.001000
192.168.77.110,192.168.77.230,6,80,1301,58,0.001000
192.168.77.110,192.168.77.230,6,80,1303,58,0.001000
192.168.77.110,192.168.77.230,6,80,1305,58,0.001000
192.168.77.110,192.168.77.230,6,80,1307,58,0.001000
192.168.77.110,192.168.77.230,6,80,1309,58,0.001000
192.168.77.110,192.168.77.230,6,80,1311,116,0.552850
192.168.77.110,192.168.77.230,6,80,1313,116,0.552746
192.168.77.110,192.168.77.230,6,80,1258,58,0.001000
192.168.77.110,192.168.77.230,6,80,1315,116,0.552783
192.168.77.110,192.168.77.230,6,80,1260,58,0.001000
192.168.77.110,192.168.77.230,6,80,1317,116,0.552743
192.168.77.110,192.168.77.230,6,80,1262,58,0.001000
192.168.77.110,192.168.77.230,6,80,1319,116,0.552782
192.168.77.110,192.168.77.230,6,80,1264,58,0.001000
192.168.77.110,192.168.77.230,6,80,1266,58,0.001000
192.168.77.110,192.168.77.230,6,80,1268,58,0.001000
192.168.77.110,192.168.77.230,6,80,1270,58,0.001000
192.168.77.110,192.168.77.230,6,80,1272,58,0.001000
192.168.77.110,192.168.77.230,6,80,1321,116,0.552458
192.168.77.110,192.168.77.230,6,80,1323,116,0.552458
192.168.77.110,192.168.77.230,6,80,1325,116,0.552568
192.168.77.110,192.168.77.230,6,80,1327,58,0.001000
192.168.77.110,192.168.77.230,6,80,1274,58,0.001000
192.168.77.110,192.168.77.230,6,80,1276,58,0.001000
192.168.77.110,192.168.77.230,6,80,1278,58,0.001000
192.168.77.110,192.168.77.230,6,80,1280,58,0.001000
192.168.77.110,192.168.77.230,6,80,1329,58,0.001000
192.168.77.110,192.168.77.230,6,80,1282,58,0.001000
192.168.77.110,192.168.77.230,6,80,1331,58,0.001000
192.168.77.110,192.168.77.230,6,80,1284,58,0.001000
192.168.77.110,192.168.77.230,6,80,1286,58,0.001000
192.168.77.110,192.168.77.230,6,80,1333,58,0.001000
192.168.77.110,192.168.77.230,6,80,1288,58,0.001000
192.168.77.110,192.168.77.230,6,80,1335,58,0.001000
192.168.77.110,192.168.77.230,6,80,1290,58,0.001000
192.168.77.110,192.168.77.230,6,80,1337,58,0.001000
192.168.77.110,192.168.77.230,6,80,1339,58,0.001000
192.168.77.110,192.168.77.230,6,80,1292,58,0.001000
192.168.77.110,192.168.77.230,6,80,1294,58,0.001000
192.168.77.110,192.168.77.230,6,80,1296,58,0.001000
192.168.77.110,192.168.77.230,6,80,1341,58,0.001000
192.168.77.110,192.168.77.230,6,80,1298,58,0.001000
192.168.77.110,192.168.77.230,6,80,1343,58,0.001000
192.168.77.110,192.168.77.230,6,80,1300,58,0.001000
192.168.77.110,192.168.77.230,6,80,1302,58,0.001000
192.168.77.110,192.168.77.230,6,80,1304,58,0.001000
192.168.77.110,192.168.77.230,6,80,1345,58,0.001000
192.168.77.110,192.168.77.230,6,80,1347,58,0.001000
192.168.77.110,192.168.77.230,6,80,1306,58,0.001000
192.168.77.110,192.168.77.230,6,80,1349,58,0.001000
192.168.77.110,192.168.77.230,6,80,1308,58,0.001000
192.168.77.110,192.168.77.230,6,80,1310,58,0.001000
192.168.77.110,192.168.77.230,6,80,1312,116,0.550493
192.168.77.110,192.168.77.230,6,80,1351,58,0.001000
192.168.77.110,192.168.77.230,6,80,1314,116,0.550449
192.168.77.110,192.168.77.230,6,80,1316,116,0.550374
192.168.77.110,192.168.77.230,6,80,1318,116,0.550358
192.168.77.110,192.168.77.230,6,80,1320,116,0.550539
192.168.77.110,192.168.77.230,6,80,1353,58,0.001000
192.168.77.110,192.168.77.230,6,80,1355,58,0.001000
192.168.77.110,192.168.77.230,6,80,1322,116,0.550546
192.168.77.110,192.168.77.230,6,80,1357,58,0.001000
192.168.77.230,192.168.77.110,6,1361,80,60,0.001000
192.168.77.230,192.168.77.110,6,1362,80,60,0.001000
192.168.77.230,192.168.77.110,6,1363,80,60,0.001000
192.168.77.230,192.168.77.110,6,1364,80,60,0.001000
192.168.77.230,192.168.77.110,6,1365,80,60,0.001000
192.168.77.230,192.168.77.110,6,1366,80,60,0.001000
192.168.77.230,192.168.77.110,6,1367,80,60,0.001000
192.168.77.230,192.168.77.110,6,1368,80,60,0.001000
192.168.77.230,192.168.77.110,6,1369,80,60,0.001000
192.168.77.230,192.168.77.110,6,1370,80,60,0.001000
192.168.77.230,192.168.77.110,6,1371,80,60,0.001000
192.168.77.230,192.168.77.110,6,1372,80,60,0.001000
192.168.77.230,192.168.77.110,6,1373,80,60,0.001000
192.168.77.230,192.168.77.110,6,1374,80,60,0.001000
192.168.77.230,192.168.77.110,6,1375,80,60,0.001000
192.168.77.230,192.168.77.110,6,1376,80,60,0.001000
192.168.77.230,192.168.77.110,6,1377,80,60,0.001000
192.168.77.230,192.168.77.110,6,1378,80,60,0.001000
192.168.77.230,192.168.77.110,6,1379,80,60,0.001000
192.168.77.230,192.168.77.110,6,1380,80,60,0.001000
192.168.77.230,192.168.77.110,6,1381,80,60,0.001000
192.168.77.230,192.168.77.110,6,1382,80,60,0.001000
192.168.77.230,192.168.77.110,6,1383,80,60,0.001000
192.168.77.230,192.168.77.110,6,1384,80,60,0.001000
192.168.77.230,192.168.77.110,6,1385,80,60,0.001000
192.168.77.230,192.168.77.110,6,1386,80,60,0.001000
192.168.77.230,192.168.77.110,6,1387,80,60,0.001000
192.168.77.230,192.168.77.110,6,1388,80,60,0.001000
192.168.77.230,192.168.77.110,6,1389,80,60,0.001000
192.168.77.230,192.168.77.110,6,1390,80,60,0.001000
192.168.77.230,192.168.77.110,6,1391,80,60,0.001000
192.168.77.230,192.168.77.110,6,1392,80,60,0.001000
192.168.77.230,192.168.77.110,6,1393,80,60,0.001000
192.168.77.230,192.168.77.110,6,1394,80,60,0.001000
192.168.77.230,192.168.77.110,6,1395,80,60,0.001000
192.168.77.230,192.168.77.110,6,1396,80,60,0.001000
192.168.77.230,192.168.77.110,6,1397,80,60,0.001000
192.168.77.230,192.168.77.110,6,1398,80,60,0.001000
192.168.77.230,192.168.77.110,6,1399,80,60,0.001000
192.168.77.230,192.168.77.110,6,1400,80,60,0.001000
192.168.77.230,192.168.77.110,6,1401,80,60,0.001000
192.168.77.230,192.168.77.110,6,1402,80,60,0.001000
192.168.77.230,192.168.77.110,6,1403,80,60,0.001000
192.168.77.230,192.168.77.110,6,1404,80,60,0.001000
192.168.77.230,192.168.77.110,6,1405,80,60,0.001000
192.168.77.230,192.168.77.110,6,1406,80,60,0.001000
192.168.77.230,192.168.77.110,6,1407,80,60,0.001000
192.168.77.230,192.168.77.110,6,1408,80,60,0.001000
192.168.77.230,192.168.77.110,6,1409,80,60,0.001000
192.168.77.230,192.168.77.110,6,1410,80,60,0.001000
192.168.77.230,192.168.77.110,6,1411,80,60,0.001000
192.168.77.230,192.168.77.110,6,1412,80,60,0.001000
192.168.77.230,192.168.77.110,6,1413,80,60,0.001000
192.168.77.230,192.168.77.110,6,1414,80,60,0.001000
192.168.77.230,192.168.77.110,6,1415,80,60,0.001000
192.168.77.230,192.168.77.110,6,1416,80,60,0.001000
192.168.77.230,192.168.77.110,6,1417,80,60,0.001000
192.168.77.230,192.168.77.110,6,1418,80,60,0.001000
192.168.77.230,192.168.77.110,6,1419,80,60,0.001000
192.168.77.230,192.168.77.110,6,1420,80,60,0.001000
192.168.77.230,192.168.77.110,6,1421,80,60,0.001000
192.168.77.230,192.168.77.110,6,1422,80,60,0.001000
192.168.77.230,192.168.77.110,6,1423,80,60,0.001000
192.168.77.230,192.168.77.110,6,1424,80,60,0.001000
192.168.77.110,192.168.77.230,6,80,1359,58,0.001000
192.168.77.110,192.168.77.230,6,80,1324,116,0.545967
192.168.77.110,192.168.77.230,6,80,1326,116,0.545972
192.168.77.110,192.168.77.230,6,80,1328,58,0.001000
192.168.77.110,192.168.77.230,6,80,1330,58,0.001000
192.168.77.110,192.168.77.230,6,80,1332,58,0.001000
192.168.77.110,192.168.77.230,6,80,1334,58,0.001000
192.168.77.110,192.168.77.230,6,80,1336,58,0.001000
192.168.77.110,192.168.77.230,6,80,1338,58,0.001000
192.168.77.110,192.168.77.230,6,80,1340,58,0.001000
192.168.77.110,192.168.77.230,6,80,1342,58,0.001000
192.168.77.110,192.168.77.230,6,80,1344,58,0.001000
192.168.77.110,192.168.77.230,6,80,1346,58,0.001000
192.168.77.110,192.168.77.230,6,80,1348,58,0.001000
192.168.77.110,192.168.77.230,6,80,1350,58,0.001000
192.168.77.110,192.168.77.230,6,80,1352,58,0.001000
192.168.77.110,192.168.77.230,6,80,1354,58,0.001000
192.168.77.110,192.168.77.230,6,80,1356,58,0.001000
192.168.77.110,192.168.77.230,6,80,1358,58,0.001000
192.168.77.110,192.168.77.230,6,80,1360,58,0.001000
192.168.77.110,192.168.77.230,6,80,1361,58,0.001000
192.168.77.110,192.168.77.230,6,80,1363,58,0.001000
192.168.77.110,192.168.77.230,6,80,1365,58,0.001000
192.168.77.110,192.168.77.230,6,80,1362,58,0.001000
192.168.77.110,192.168.77.230,6,80,1367,58,0.001000
192.168.77.110,192.168.77.230,6,80,1364,58,0.001000
192.168.77.110,192.168.77.230,6,80,1369,58,0.001000
192.168.77.110,192.168.77.230,6,80,1366,58,0.001000
192.168.77.110,192.168.77.230,6,80,1371,58,0.001000
192.168.77.110,192.168.77.230,6,80,1368,58,0.001000
192.168.77.110,192.168.77.230,6,80,1373,58,0.001000
192.168.77.110,192.168.77.230,6,80,1370,58,0.001000
192.168.77.110,192.168.77.230,6,80,1375,58,0.001000
192.168.77.110,192.168.77.230,6,80,1377,58,0.001000
192.168.77.110,192.168.77.230,6,80,1372,58,0.001000
192.168.77.110,192.168.77.230,6,80,1374,58,0.001000
192.168.77.110,192.168.77.230,6,80,1376,58,0.001000
192.168.77.110,192.168.77.230,6,80,1378,58,0.001000
192.168.77.110,192.168.77.230,6,80,1379,58,0.001000
192.168.77.110,192.168.77.230,6,80,1381,58,0.001000
192.168.77.110,192.168.77.230,6,80,1380,58,0.001000
192.168.77.110,192.168.77.230,6,80,1383,58,0.001000
192.168.77.110,192.168.77.230,6,80,1382,58,0.001000
192.168.77.110,192.168.77.230,6,80,1384,58,0.001000
192.168.77.110,192.168.77.230,6,80,1385,58,0.001000
192.168.77.110,192.168.77.230,6,80,1387,58,0.001000
192.168.77.110,192.168.77.230,6,80,1389,58,0.001000
192.168.77.110,192.168.77.230,6,80,1386,58,0.001000
192.168.77.110,192.168.77.230,6,80,1388,58,0.001000
192.168.77.110,192.168.77.230,6,80,1390,58,0.001000
192.168.77.110,192.168.77.230,6,80,1392,58,0.001000
192.168.77.110,192.168.77.230,6,80,1391,58,0.001000
192.168.77.110,192.168.77.230,6,80,1394,58,0.001000
192.168.77.110,192.168.77.230,6,80,1393,58,0.001000
192.168.77.110,192.168.77.230,6,80,1396,58,0.001000
192.168.77.110,192.168.77.230,6,80,1395,58,0.001000
192.168.77.110,192.168.77.230,6,80,1398,58,0.001000
192.168.77.110,192.168.77.230,6,80,1397,58,0.001000
192.168.77.110,192.168.77.230,6,80,1400,58,0.001000
192.168.77.110,192.168.77.230,6,80,1399,58,0.001000
192.168.77.110,192.168.77.230,6,80,1402,58,0.001000
192.168.77.110,192.168.77.230,6,80,1404,58,0.001000
192.168.77.110,192.168.77.230,6,80,1401,58,0.001000
192.168.77.110,192.168.77.230,6,80,1406,58,0.001000
192.168.77.230,192.168.77.110,6,1425,80,60,0.001000
192.168.77.230,192.168.77.110,6,1426,80,60,0.001000
192.168.77.230,192.168.77.110,6,1427,80,60,0.001000
192.168.77.230,192.168.77.110,6,1428,80,60,0.001000
192.168.77.230,192.168.77.110,6,1429,80,60,0.001000
192.168.77.230,192.168.77.110,6,1430,80,60,0.001000
192.168.77.230,192.168.77.110,6,1431,80,60,0.001000
192.168.77.230,192.168.77.110,6,1432,80,60,0.001000
192.168.77.230,192.168.77.110,6,1433,80,60,0.001000
192.168.77.230,192.168.77.110,6,1434,80,60,0.001000
192.168.77.230,192.168.77.110,6,1435,80,60,0.001000
192.168.77.230,192.168.77.110,6,1436,80,60,0.001000
192.168.77.230,192.168.77.110,6,1437,80,60,0.001000
192.168.77.230,192.168.77.110,6,1438,80,60,0.001000
192.168.77.230,192.168.77.110,6,1439,80,60,0.001000
192.168.77.230,192.168.77.110,6,1440,80,60,0.001000
192.168.77.230,192.168.77.110,6,1441,80,60,0.001000
192.168.77.230,192.168.77.110,6,1442,80,60,0.001000
192.168.77.230,192.168.77.110,6,1443,80,60,0.001000
192.168.77.230,192.168.77.110,6,1444,80,60,0.001000
192.168.77.230,192.168.77.110,6,1445,80,60,0.001000
192.168.77.230,192.168.77.110,6,1446,80,60,0.001000
192.168.77.230,192.168.77.110,6,1447,80,60,0.001000
192.168.77.230,192.168.77.110,6,1448,80,60,0.001000
192.168.77.230,192.168.77.110,6,1449,80,60,0.001000
192.168.77.230,192.168.77.110,6,1450,80,60,0.001000
192.168.77.230,192.168.77.110,6,1451,80,60,0.001000
192.168.77.230,192.168.77.110,6,1452,80,60,0.001000
192.168.77.230,192.168.77.110,6,1453,80,60,0.001000
192.168.77.230,192.168.77.110,6,1454,80,60,0.001000
192.168.77.230,192.168.77.110,6,1455,80,60,0.001000
192.168.77.230,192.168.77.110,6,1456,80,60,0.001000
192.168.77.230,192.168.77.110,6,1457,80,60,0.001000
192.168.77.230,192.168.77.110,6,1458,80,60,0.001000
192.168.77.230,192.168.77.110,6,1459,80,60,0.001000
192.168.77.230,192.168.77.110,6,1460,80,60,0.001000
192.168.77.230,192.168.77.110,6,1461,80,60,0.001000
192.168.77.230,192.168.77.110,6,1462,80,60,0.001000
192.168.77.230,192.168.77.110,6,1463,80,60,0.001000
192.168.77.230,192.168.77.110,6,1464,80,60,0.001000
192.168.77.230,192.168.77.110,6,1465,80,60,0.001000
192.168.77.230,192.168.77.110,6,1466,80,60,0.001000
192.168.77.230,192.168.77.110,6,1467,80,60,0.001000
192.168.77.230,192.168.77.110,6,1468,80,60,0.001000
192.168.77.230,192.168.77.110,6,1469,80,60,0.001000
192.168.77.230,192.168.77.110,6,1470,80,60,0.001000
192.168.77.230,192.168.77.110,6,1471,80,60,0.001000
192.168.77.230,192.168.77.110,6,1472,80,60,0.001000
192.168.77.230,192.168.77.110,6,1473,80,60,0.001000
192.168.77.230,192.168.77.110,6,1474,80,60,0.001000
192.168.77.230,192.168.77.110,6,1475,80,60,0.001000
192.168.77.230,192.168.77.110,6,1476,80,60,0.001000
192.168.77.230,192.168.77.110,6,1477,80,60,0.001000
192.168.77.230,192.168.77.110,6,1478,80,60,0.001000
192.168.77.230,192.168.77.110,6,1479,80,60,0.001000
192.168.77.230,192.168.77.110,6,1480,80,60,0.001000
192.168.77.230,192.168.77.110,6,1481,80,60,0.001000
192.168.77.230,192.168.77.110,6,1482,80,60,0.001000
192.168.77.230,192.168.77.110,6,1483,80,60,0.001000
192.168.77.230,192.168.77.110,6,1484,80,60,0.001000
192.168.77.230,192.168.77.110,6,1485,80,60,0.001000
192.168.77.230,192.168.77.110,6,1486,80,60,0.001000
192.168.77.230,192.168.77.110,6,1487,80,60,0.001000
192.168.77.230,192.168.77.110,6,1488,80,60,0.001000
192.168.77.110,192.168.77.230,6,80,1403,58,0.001000
192.168.77.110,192.168.77.230,6,80,1405,58,0.001000
192.168.77.110,192.168.77.230,6,80,1408,58,0.001000
192.168.77.110,192.168.77.230,6,80,1407,58,0.001000
192.168.77.110,192.168.77.230,6,80,1410,58,0.001000
192.168.77.110,192.168.77.230,6,80,1409,58,0.001000
192.168.77.110,192.168.77.230,6,80,1412,58,0.001000
192.168.77.110,192.168.77.230,6,80,1411,58,0.001000
192.168.77.110,192.168.77.230,6,80,1414,58,0.001000
192.168.77.110,192.168.77.230,6,80,1413,58,0.001000
192.168.77.110,192.168.77.230,6,80,1415,58,0.001000
192.168.77.110,192.168.77.230,6,80,1417,58,0.001000
192.168.77.110,192.168.77.230,6,80,1419,58,0.001000
192.168.77.110,192.168.77.230,6,80,1421,58,0.001000
192.168.77.110,192.168.77.230,6,80,1423,58,0.001000
192.168.77.110,192.168.77.230,6,80,1416,58,0.001000
192.168.77.110,192.168.77.230,6,80,1418,58,0.001000
192.168.77.110,192.168.77.230,6,80,1420,58,0.001000
192.168.77.110,192.168.77.230,6,80,1422,58,0.001000
192.168.77.110,192.168.77.230,6,80,1424,58,0.001000
192.168.77.110,192.168.77.230,6,80,1425,58,0.001000
192.168.77.110,192.168.77.230,6,80,1426,58,0.001000
192.168.77.110,192.168.77.230,6,80,1427,58,0.001000
192.168.77.110,192.168.77.230,6,80,1428,58,0.001000
192.168.77.110,192.168.77.230,6,80,1430,58,0.001000
192.168.77.110,192.168.77.230,6,80,1429,58,0.001000
192.168.77.110,192.168.77.230,6,80,1432,58,0.001000
192.168.77.110,192.168.77.230,6,80,1431,58,0.001000
192.168.77.110,192.168.77.230,6,80,1434,58,0.001000
192.168.77.110,192.168.77.230,6,80,1436,58,0.001000
192.168.77.110,192.168.77.230,6,80,1433,58,0.001000
